"Years" "Months" "Days" "TX"
"32436" 1964 10 21 6.8
"32437" 1964 10 22 6.3
"32438" 1964 10 23 9.8
"32439" 1964 10 24 7.7
"32440" 1964 10 25 8.5
"32441" 1964 10 26 8.7
"32442" 1964 10 27 7
"32443" 1964 10 28 8.4
"32444" 1964 10 29 7.9
"32445" 1964 10 30 7
"32446" 1964 10 31 8.3
"32447" 1964 11 1 6.3
"32448" 1964 11 2 7.7
"32449" 1964 11 3 5.1
"32450" 1964 11 4 6
"32451" 1964 11 5 5.3
"32452" 1964 11 6 6.6
"32453" 1964 11 7 6.1
"32454" 1964 11 8 5.1
"32455" 1964 11 9 3.5
"32456" 1964 11 10 5.3
"32457" 1964 11 11 4.9
"32458" 1964 11 12 7.7
"32459" 1964 11 13 8.7
"32460" 1964 11 14 13.8
"32461" 1964 11 15 14.4
"32462" 1964 11 16 10.5
"32463" 1964 11 17 9.7
"32464" 1964 11 18 6.6
"32465" 1964 11 19 7
"32466" 1964 11 20 10.3
"32467" 1964 11 21 10.3
"32468" 1964 11 22 8.6
"32469" 1964 11 23 9.5
"32470" 1964 11 24 10.3
"32471" 1964 11 25 12.8
"32472" 1964 11 26 8.4
"32473" 1964 11 27 8.3
"32474" 1964 11 28 7.7
"32475" 1964 11 29 3.9
"32476" 1964 11 30 0.6
"32477" 1964 12 1 2
"32478" 1964 12 2 1.7
"32479" 1964 12 3 0.9
"32480" 1964 12 4 1.2
"32481" 1964 12 5 1.4
"32482" 1964 12 6 2
"32483" 1964 12 7 8.1
"32484" 1964 12 8 8.8
"32485" 1964 12 9 12.5
"32486" 1964 12 10 9
"32487" 1964 12 11 2.9
"32488" 1964 12 12 4.5
"32489" 1964 12 13 8.5
"32490" 1964 12 14 9
"32491" 1964 12 15 7.6
"32492" 1964 12 16 7
"32493" 1964 12 17 5
"32494" 1964 12 18 6.2
"32495" 1964 12 19 5.2
"32496" 1964 12 20 0.6
"32497" 1964 12 21 0.6
"32498" 1964 12 22 1
"32499" 1964 12 23 -0.1
"32500" 1964 12 24 -1.6
"32501" 1964 12 25 -3.6
"32502" 1964 12 26 -2.1
"32503" 1964 12 27 -5
"32504" 1964 12 28 -3.3
"32505" 1964 12 29 -2.1
"32506" 1964 12 30 0.8
"32507" 1964 12 31 7.7
"32508" 1965 1 1 7.7
"32509" 1965 1 2 4.4
"32510" 1965 1 3 3
"32511" 1965 1 4 1.8
"32512" 1965 1 5 4.1
"32513" 1965 1 6 3.4
"32514" 1965 1 7 1.4
"32515" 1965 1 8 7.3
"32516" 1965 1 9 7.4
"32517" 1965 1 10 2.6
"32518" 1965 1 11 5.1
"32519" 1965 1 12 5.2
"32520" 1965 1 13 5.4
"32521" 1965 1 14 3.8
"32522" 1965 1 15 5.7
"32523" 1965 1 16 4.7
"32524" 1965 1 17 9.9
"32525" 1965 1 18 5.7
"32526" 1965 1 19 4
"32527" 1965 1 20 1.5
"32528" 1965 1 21 2.1
"32529" 1965 1 22 2.2
"32530" 1965 1 23 3.2
"32531" 1965 1 24 3.3
"32532" 1965 1 25 1.1
"32533" 1965 1 26 0.4
"32534" 1965 1 27 1.7
"32535" 1965 1 28 1.6
"32536" 1965 1 29 1
"32537" 1965 1 30 1.1
"32538" 1965 1 31 0.5
"32539" 1965 2 1 -0.4
"32540" 1965 2 2 0.9
"32541" 1965 2 3 1.6
"32542" 1965 2 4 1.2
"32543" 1965 2 5 0.7
"32544" 1965 2 6 2.2
"32545" 1965 2 7 2.8
"32546" 1965 2 8 3
"32547" 1965 2 9 -1.1
"32548" 1965 2 10 2.2
"32549" 1965 2 11 2
"32550" 1965 2 12 4.3
"32551" 1965 2 13 5.1
"32552" 1965 2 14 3.7
"32553" 1965 2 15 2
"32554" 1965 2 16 -1.6
"32555" 1965 2 17 0.5
"32556" 1965 2 18 1.3
"32557" 1965 2 19 -0.4
"32558" 1965 2 20 -1
"32559" 1965 2 21 -2.4
"32560" 1965 2 22 2
"32561" 1965 2 23 -0.1
"32562" 1965 2 24 0.5
"32563" 1965 2 25 -0.4
"32564" 1965 2 26 1.1
"32565" 1965 2 27 -2.4
"32566" 1965 2 28 0.6
"32567" 1965 3 1 2.6
"32568" 1965 3 2 -1.6
"32569" 1965 3 3 -2.1
"32570" 1965 3 4 -1.6
"32571" 1965 3 5 0.5
"32572" 1965 3 6 1.1
"32573" 1965 3 7 -0.7
"32574" 1965 3 8 -1.4
"32575" 1965 3 9 2.7
"32576" 1965 3 10 4.6
"32577" 1965 3 11 4.7
"32578" 1965 3 12 7.1
"32579" 1965 3 13 6.7
"32580" 1965 3 14 10.4
"32581" 1965 3 15 10.3
"32582" 1965 3 16 9.6
"32583" 1965 3 17 9.9
"32584" 1965 3 18 12.4
"32585" 1965 3 19 9.3
"32586" 1965 3 20 4.2
"32587" 1965 3 21 1.6
"32588" 1965 3 22 6.4
"32589" 1965 3 23 10.1
"32590" 1965 3 24 12.7
"32591" 1965 3 25 9
"32592" 1965 3 26 5.8
"32593" 1965 3 27 7.8
"32594" 1965 3 28 13.7
"32595" 1965 3 29 14.8
"32596" 1965 3 30 12.8
"32597" 1965 3 31 12.7
"32598" 1965 4 1 12.7
"32599" 1965 4 2 13
"32600" 1965 4 3 16
"32601" 1965 4 4 15.8
"32602" 1965 4 5 15.4
"32603" 1965 4 6 18.6
"32604" 1965 4 7 11.1
"32605" 1965 4 8 13.5
"32606" 1965 4 9 10.4
"32607" 1965 4 10 8.5
"32608" 1965 4 11 11.3
"32609" 1965 4 12 13.2
"32610" 1965 4 13 10.4
"32611" 1965 4 14 10.4
"32612" 1965 4 15 13
"32613" 1965 4 16 9.9
"32614" 1965 4 17 10.3
"32615" 1965 4 18 10
"32616" 1965 4 19 12.2
"32617" 1965 4 20 8.1
"32618" 1965 4 21 13.7
"32619" 1965 4 22 10.2
"32620" 1965 4 23 9.5
"32621" 1965 4 24 13.5
"32622" 1965 4 25 9.7
"32623" 1965 4 26 11.3
"32624" 1965 4 27 10.6
"32625" 1965 4 28 14
"32626" 1965 4 29 9.3
"32627" 1965 4 30 15.1
"32628" 1965 5 1 18.3
"32629" 1965 5 2 17
"32630" 1965 5 3 15.3
"32631" 1965 5 4 17.6
"32632" 1965 5 5 15.8
"32633" 1965 5 6 14.3
"32634" 1965 5 7 13.5
"32635" 1965 5 8 15.7
"32636" 1965 5 9 14.3
"32637" 1965 5 10 10.6
"32638" 1965 5 11 10.3
"32639" 1965 5 12 17.3
"32640" 1965 5 13 17.9
"32641" 1965 5 14 22.3
"32642" 1965 5 15 21
"32643" 1965 5 16 19.6
"32644" 1965 5 17 21.9
"32645" 1965 5 18 18.8
"32646" 1965 5 19 13.4
"32647" 1965 5 20 12
"32648" 1965 5 21 13.3
"32649" 1965 5 22 18.1
"32650" 1965 5 23 18.3
"32651" 1965 5 24 13.1
"32652" 1965 5 25 14.7
"32653" 1965 5 26 12.8
"32654" 1965 5 27 15.9
"32655" 1965 5 28 19.2
"32656" 1965 5 29 18.6
"32657" 1965 5 30 16.3
"32658" 1965 5 31 18.9
"32659" 1965 6 1 15.1
"32660" 1965 6 2 19.1
"32661" 1965 6 3 15.9
"32662" 1965 6 4 22.1
"32663" 1965 6 5 18.7
"32664" 1965 6 6 22.7
"32665" 1965 6 7 21.9
"32666" 1965 6 8 25.3
"32667" 1965 6 9 24.6
"32668" 1965 6 10 21.6
"32669" 1965 6 11 20.7
"32670" 1965 6 12 16.8
"32671" 1965 6 13 18
"32672" 1965 6 14 20.3
"32673" 1965 6 15 23.8
"32674" 1965 6 16 27.9
"32675" 1965 6 17 22.7
"32676" 1965 6 18 18.5
"32677" 1965 6 19 20.1
"32678" 1965 6 20 21.1
"32679" 1965 6 21 24.9
"32680" 1965 6 22 27.4
"32681" 1965 6 23 20.3
"32682" 1965 6 24 24.6
"32683" 1965 6 25 27.1
"32684" 1965 6 26 27.6
"32685" 1965 6 27 21.7
"32686" 1965 6 28 20.4
"32687" 1965 6 29 23.2
"32688" 1965 6 30 25.7
"32689" 1965 7 1 21.9
"32690" 1965 7 2 16.7
"32691" 1965 7 3 16.6
"32692" 1965 7 4 17.7
"32693" 1965 7 5 18
"32694" 1965 7 6 17.3
"32695" 1965 7 7 20.7
"32696" 1965 7 8 20.7
"32697" 1965 7 9 17.4
"32698" 1965 7 10 17.3
"32699" 1965 7 11 20.5
"32700" 1965 7 12 19.2
"32701" 1965 7 13 27.3
"32702" 1965 7 14 30.1
"32703" 1965 7 15 25.8
"32704" 1965 7 16 24.1
"32705" 1965 7 17 19.5
"32706" 1965 7 18 22.4
"32707" 1965 7 19 25.1
"32708" 1965 7 20 25.7
"32709" 1965 7 21 25.2
"32710" 1965 7 22 23.2
"32711" 1965 7 23 21.4
"32712" 1965 7 24 21.5
"32713" 1965 7 25 23.2
"32714" 1965 7 26 19.3
"32715" 1965 7 27 17.2
"32716" 1965 7 28 16.7
"32717" 1965 7 29 19.6
"32718" 1965 7 30 18.8
"32719" 1965 7 31 15
"32720" 1965 8 1 19.4
"32721" 1965 8 2 19.9
"32722" 1965 8 3 19.8
"32723" 1965 8 4 19.8
"32724" 1965 8 5 24.8
"32725" 1965 8 6 27.9
"32726" 1965 8 7 21.6
"32727" 1965 8 8 22.1
"32728" 1965 8 9 18.4
"32729" 1965 8 10 18.9
"32730" 1965 8 11 19.6
"32731" 1965 8 12 20.3
"32732" 1965 8 13 21
"32733" 1965 8 14 20.1
"32734" 1965 8 15 19.6
"32735" 1965 8 16 22.1
"32736" 1965 8 17 23.3
"32737" 1965 8 18 25.5
"32738" 1965 8 19 27.5
"32739" 1965 8 20 28.5
"32740" 1965 8 21 24.6
"32741" 1965 8 22 29.6
"32742" 1965 8 23 23.2
"32743" 1965 8 24 22.4
"32744" 1965 8 25 20.7
"32745" 1965 8 26 18.8
"32746" 1965 8 27 19.6
"32747" 1965 8 28 19.5
"32748" 1965 8 29 17.8
"32749" 1965 8 30 18.3
"32750" 1965 8 31 19.1
"32751" 1965 9 1 17.1
"32752" 1965 9 2 26.7
"32753" 1965 9 3 22.7
"32754" 1965 9 4 20.3
"32755" 1965 9 5 23.1
"32756" 1965 9 6 17.6
"32757" 1965 9 7 17.7
"32758" 1965 9 8 20.1
"32759" 1965 9 9 20.3
"32760" 1965 9 10 18
"32761" 1965 9 11 16.4
"32762" 1965 9 12 16.3
"32763" 1965 9 13 14.9
"32764" 1965 9 14 17.3
"32765" 1965 9 15 18.7
"32766" 1965 9 16 22.8
"32767" 1965 9 17 23.3
"32768" 1965 9 18 24.8
"32769" 1965 9 19 17.6
"32770" 1965 9 20 16.4
"32771" 1965 9 21 17.4
"32772" 1965 9 22 21.7
"32773" 1965 9 23 23.3
"32774" 1965 9 24 23.6
"32775" 1965 9 25 23.1
"32776" 1965 9 26 22.3
"32777" 1965 9 27 16.6
"32778" 1965 9 28 16.1
"32779" 1965 9 29 16.8
"32780" 1965 9 30 19.3
"32781" 1965 10 1 23.1
"32782" 1965 10 2 18.9
"32783" 1965 10 3 17.7
"32784" 1965 10 4 20
"32785" 1965 10 5 16
"32786" 1965 10 6 14.5
"32787" 1965 10 7 18
"32788" 1965 10 8 11.5
"32789" 1965 10 9 13.1
"32790" 1965 10 10 12.5
"32791" 1965 10 11 13.1
"32792" 1965 10 12 12.3
"32793" 1965 10 13 15.6
"32794" 1965 10 14 17.2
"32795" 1965 10 15 18.2
"32796" 1965 10 16 13.4
"32797" 1965 10 17 10.5
"32798" 1965 10 18 12.8
"32799" 1965 10 19 12.5
"32800" 1965 10 20 11.7
"32801" 1965 10 21 11.6
"32802" 1965 10 22 9.8
"32803" 1965 10 23 12.9
"32804" 1965 10 24 9.4
"32805" 1965 10 25 12.1
"32806" 1965 10 26 5.4
"32807" 1965 10 27 15.8
"32808" 1965 10 28 17.6
"32809" 1965 10 29 15.6
"32810" 1965 10 30 12.7
"32811" 1965 10 31 11.7
"32812" 1965 11 1 13.2
"32813" 1965 11 2 13
"32814" 1965 11 3 7.8
"32815" 1965 11 4 7.7
"32816" 1965 11 5 4.3
"32817" 1965 11 6 6.4
"32818" 1965 11 7 8.8
"32819" 1965 11 8 8.6
"32820" 1965 11 9 11.3
"32821" 1965 11 10 9.5
"32822" 1965 11 11 7.5
"32823" 1965 11 12 3.7
"32824" 1965 11 13 -0.9
"32825" 1965 11 14 -2.1
"32826" 1965 11 15 -2.5
"32827" 1965 11 16 -2.8
"32828" 1965 11 17 -0.9
"32829" 1965 11 18 -4.5
"32830" 1965 11 19 -5.8
"32831" 1965 11 20 -4.5
"32832" 1965 11 21 -2.2
"32833" 1965 11 22 0.2
"32834" 1965 11 23 -4.5
"32835" 1965 11 24 1.3
"32836" 1965 11 25 4
"32837" 1965 11 26 4.7
"32838" 1965 11 27 3.5
"32839" 1965 11 28 3.6
"32840" 1965 11 29 3.3
"32841" 1965 11 30 7.9
"32842" 1965 12 1 3.3
"32843" 1965 12 2 4.3
"32844" 1965 12 3 6.1
"32845" 1965 12 4 5.1
"32846" 1965 12 5 9.4
"32847" 1965 12 6 11.5
"32848" 1965 12 7 6.1
"32849" 1965 12 8 4.7
"32850" 1965 12 9 4.6
"32851" 1965 12 10 8.5
"32852" 1965 12 11 4.6
"32853" 1965 12 12 3.1
"32854" 1965 12 13 1.2
"32855" 1965 12 14 -0.2
"32856" 1965 12 15 3.4
"32857" 1965 12 16 1.8
"32858" 1965 12 17 1.4
"32859" 1965 12 18 11.7
"32860" 1965 12 19 13.1
"32861" 1965 12 20 9.3
"32862" 1965 12 21 4.2
"32863" 1965 12 22 3
"32864" 1965 12 23 2.9
"32865" 1965 12 24 6.1
"32866" 1965 12 25 6.7
"32867" 1965 12 26 6.3
"32868" 1965 12 27 3.3
"32869" 1965 12 28 1.5
"32870" 1965 12 29 2
"32871" 1965 12 30 3
"32872" 1965 12 31 5.1
"32873" 1966 1 1 9.5
"32874" 1966 1 2 8.3
"32875" 1966 1 3 6.2
"32876" 1966 1 4 2.4
"32877" 1966 1 5 -2.9
"32878" 1966 1 6 -4.5
"32879" 1966 1 7 -0.4
"32880" 1966 1 8 -1.7
"32881" 1966 1 9 -1.3
"32882" 1966 1 10 -3.2
"32883" 1966 1 11 -3.5
"32884" 1966 1 12 -4.6
"32885" 1966 1 13 -1.6
"32886" 1966 1 14 -2.8
"32887" 1966 1 15 -4.2
"32888" 1966 1 16 -5
"32889" 1966 1 17 -7.3
"32890" 1966 1 18 -6
"32891" 1966 1 19 -2.9
"32892" 1966 1 20 -4.9
"32893" 1966 1 21 -4.7
"32894" 1966 1 22 -2.7
"32895" 1966 1 23 -1.6
"32896" 1966 1 24 -0.4
"32897" 1966 1 25 0.7
"32898" 1966 1 26 -0.5
"32899" 1966 1 27 -1.5
"32900" 1966 1 28 3.2
"32901" 1966 1 29 5.6
"32902" 1966 1 30 7.4
"32903" 1966 1 31 7.7
"32904" 1966 2 1 7.7
"32905" 1966 2 2 0.8
"32906" 1966 2 3 4.7
"32907" 1966 2 4 3.4
"32908" 1966 2 5 9.6
"32909" 1966 2 6 12.1
"32910" 1966 2 7 9.1
"32911" 1966 2 8 -0.9
"32912" 1966 2 9 -6.3
"32913" 1966 2 10 -7.1
"32914" 1966 2 11 -5.3
"32915" 1966 2 12 -3.6
"32916" 1966 2 13 -3.1
"32917" 1966 2 14 -1.4
"32918" 1966 2 15 0.6
"32919" 1966 2 16 -0.9
"32920" 1966 2 17 -3.2
"32921" 1966 2 18 0
"32922" 1966 2 19 2.6
"32923" 1966 2 20 11.7
"32924" 1966 2 21 16.2
"32925" 1966 2 22 9.4
"32926" 1966 2 23 9.9
"32927" 1966 2 24 9.7
"32928" 1966 2 25 11.5
"32929" 1966 2 26 13.9
"32930" 1966 2 27 12.5
"32931" 1966 2 28 10.6
"32932" 1966 3 1 8.8
"32933" 1966 3 2 6.3
"32934" 1966 3 3 12
"32935" 1966 3 4 11
"32936" 1966 3 5 6.1
"32937" 1966 3 6 9.2
"32938" 1966 3 7 10
"32939" 1966 3 8 11.4
"32940" 1966 3 9 8.5
"32941" 1966 3 10 8.3
"32942" 1966 3 11 8.7
"32943" 1966 3 12 6.4
"32944" 1966 3 13 3.1
"32945" 1966 3 14 1.8
"32946" 1966 3 15 7.7
"32947" 1966 3 16 4.6
"32948" 1966 3 17 7.1
"32949" 1966 3 18 7.4
"32950" 1966 3 19 5.2
"32951" 1966 3 20 8.8
"32952" 1966 3 21 9.4
"32953" 1966 3 22 10.1
"32954" 1966 3 23 9.1
"32955" 1966 3 24 6.3
"32956" 1966 3 25 6.5
"32957" 1966 3 26 5.2
"32958" 1966 3 27 9.9
"32959" 1966 3 28 6.5
"32960" 1966 3 29 7
"32961" 1966 3 30 4.1
"32962" 1966 3 31 8.7
"32963" 1966 4 1 12.5
"32964" 1966 4 2 16.1
"32965" 1966 4 3 14.9
"32966" 1966 4 4 13.3
"32967" 1966 4 5 12.3
"32968" 1966 4 6 18.8
"32969" 1966 4 7 14.6
"32970" 1966 4 8 13.6
"32971" 1966 4 9 16.8
"32972" 1966 4 10 13.4
"32973" 1966 4 11 9.8
"32974" 1966 4 12 4
"32975" 1966 4 13 5.4
"32976" 1966 4 14 4.7
"32977" 1966 4 15 3.1
"32978" 1966 4 16 10.1
"32979" 1966 4 17 8.1
"32980" 1966 4 18 12.9
"32981" 1966 4 19 16.6
"32982" 1966 4 20 16.7
"32983" 1966 4 21 11.4
"32984" 1966 4 22 10.4
"32985" 1966 4 23 16.7
"32986" 1966 4 24 21.4
"32987" 1966 4 25 18.1
"32988" 1966 4 26 19
"32989" 1966 4 27 20.3
"32990" 1966 4 28 22.1
"32991" 1966 4 29 18.1
"32992" 1966 4 30 21.1
"32993" 1966 5 1 22.7
"32994" 1966 5 2 25.2
"32995" 1966 5 3 28.4
"32996" 1966 5 4 22.4
"32997" 1966 5 5 17.4
"32998" 1966 5 6 16.5
"32999" 1966 5 7 14.5
"33000" 1966 5 8 14.9
"33001" 1966 5 9 12.7
"33002" 1966 5 10 9.1
"33003" 1966 5 11 13.3
"33004" 1966 5 12 21
"33005" 1966 5 13 22.5
"33006" 1966 5 14 26.2
"33007" 1966 5 15 26
"33008" 1966 5 16 25.3
"33009" 1966 5 17 27.3
"33010" 1966 5 18 26.7
"33011" 1966 5 19 21.9
"33012" 1966 5 20 16.8
"33013" 1966 5 21 19.3
"33014" 1966 5 22 23.3
"33015" 1966 5 23 20.4
"33016" 1966 5 24 17.6
"33017" 1966 5 25 20.1
"33018" 1966 5 26 14.2
"33019" 1966 5 27 11.4
"33020" 1966 5 28 15.4
"33021" 1966 5 29 16.5
"33022" 1966 5 30 18.4
"33023" 1966 5 31 19.2
"33024" 1966 6 1 19.7
"33025" 1966 6 2 14.1
"33026" 1966 6 3 16.4
"33027" 1966 6 4 24.4
"33028" 1966 6 5 29.6
"33029" 1966 6 6 24.6
"33030" 1966 6 7 22.9
"33031" 1966 6 8 24.7
"33032" 1966 6 9 25.9
"33033" 1966 6 10 25.6
"33034" 1966 6 11 28.1
"33035" 1966 6 12 27.8
"33036" 1966 6 13 26.1
"33037" 1966 6 14 28.6
"33038" 1966 6 15 28.3
"33039" 1966 6 16 29.9
"33040" 1966 6 17 31.4
"33041" 1966 6 18 28.6
"33042" 1966 6 19 22.1
"33043" 1966 6 20 19.1
"33044" 1966 6 21 22.1
"33045" 1966 6 22 23.1
"33046" 1966 6 23 27.6
"33047" 1966 6 24 23
"33048" 1966 6 25 19.4
"33049" 1966 6 26 20.4
"33050" 1966 6 27 19.1
"33051" 1966 6 28 15.2
"33052" 1966 6 29 18
"33053" 1966 6 30 24.4
"33054" 1966 7 1 21.6
"33055" 1966 7 2 23.3
"33056" 1966 7 3 26.6
"33057" 1966 7 4 23.6
"33058" 1966 7 5 24.6
"33059" 1966 7 6 20.7
"33060" 1966 7 7 18.1
"33061" 1966 7 8 19.4
"33062" 1966 7 9 21.7
"33063" 1966 7 10 22.6
"33064" 1966 7 11 26.8
"33065" 1966 7 12 20.2
"33066" 1966 7 13 23.5
"33067" 1966 7 14 21.7
"33068" 1966 7 15 18.2
"33069" 1966 7 16 19.1
"33070" 1966 7 17 19.3
"33071" 1966 7 18 24.6
"33072" 1966 7 19 29.4
"33073" 1966 7 20 26.5
"33074" 1966 7 21 25
"33075" 1966 7 22 26.3
"33076" 1966 7 23 23.1
"33077" 1966 7 24 24.4
"33078" 1966 7 25 25.4
"33079" 1966 7 26 20
"33080" 1966 7 27 22.7
"33081" 1966 7 28 18.4
"33082" 1966 7 29 20.6
"33083" 1966 7 30 21.9
"33084" 1966 7 31 19.9
"33085" 1966 8 1 21.5
"33086" 1966 8 2 19.4
"33087" 1966 8 3 21.4
"33088" 1966 8 4 20.1
"33089" 1966 8 5 21.2
"33090" 1966 8 6 19.8
"33091" 1966 8 7 20.9
"33092" 1966 8 8 23.6
"33093" 1966 8 9 19.8
"33094" 1966 8 10 24.8
"33095" 1966 8 11 25.1
"33096" 1966 8 12 29.6
"33097" 1966 8 13 33.3
"33098" 1966 8 14 26.7
"33099" 1966 8 15 19.1
"33100" 1966 8 16 19.6
"33101" 1966 8 17 23
"33102" 1966 8 18 26.3
"33103" 1966 8 19 26.8
"33104" 1966 8 20 27.3
"33105" 1966 8 21 21.8
"33106" 1966 8 22 22.2
"33107" 1966 8 23 17.8
"33108" 1966 8 24 17.5
"33109" 1966 8 25 18.4
"33110" 1966 8 26 17.2
"33111" 1966 8 27 17.4
"33112" 1966 8 28 20.3
"33113" 1966 8 29 21.6
"33114" 1966 8 30 20.4
"33115" 1966 8 31 17.4
"33116" 1966 9 1 18.4
"33117" 1966 9 2 20.2
"33118" 1966 9 3 21
"33119" 1966 9 4 20.9
"33120" 1966 9 5 21.1
"33121" 1966 9 6 17.3
"33122" 1966 9 7 20.2
"33123" 1966 9 8 17.9
"33124" 1966 9 9 16.6
"33125" 1966 9 10 20.7
"33126" 1966 9 11 22.6
"33127" 1966 9 12 27.3
"33128" 1966 9 13 20.6
"33129" 1966 9 14 18.1
"33130" 1966 9 15 17.6
"33131" 1966 9 16 16.4
"33132" 1966 9 17 14.7
"33133" 1966 9 18 15.7
"33134" 1966 9 19 17.3
"33135" 1966 9 20 19.5
"33136" 1966 9 21 19.9
"33137" 1966 9 22 17.1
"33138" 1966 9 23 15.7
"33139" 1966 9 24 14.6
"33140" 1966 9 25 15.5
"33141" 1966 9 26 14
"33142" 1966 9 27 13.4
"33143" 1966 9 28 13.6
"33144" 1966 9 29 16.7
"33145" 1966 9 30 17.5
"33146" 1966 10 1 18.6
"33147" 1966 10 2 20.2
"33148" 1966 10 3 22.5
"33149" 1966 10 4 28.1
"33150" 1966 10 5 23.6
"33151" 1966 10 6 20.3
"33152" 1966 10 7 24.8
"33153" 1966 10 8 19.3
"33154" 1966 10 9 17.7
"33155" 1966 10 10 15.7
"33156" 1966 10 11 16.1
"33157" 1966 10 12 14.6
"33158" 1966 10 13 11.8
"33159" 1966 10 14 10.7
"33160" 1966 10 15 15.4
"33161" 1966 10 16 19.6
"33162" 1966 10 17 16.7
"33163" 1966 10 18 16.1
"33164" 1966 10 19 17.3
"33165" 1966 10 20 14
"33166" 1966 10 21 13.3
"33167" 1966 10 22 13.8
"33168" 1966 10 23 16.7
"33169" 1966 10 24 11.4
"33170" 1966 10 25 11.6
"33171" 1966 10 26 10.3
"33172" 1966 10 27 9
"33173" 1966 10 28 7.6
"33174" 1966 10 29 7.7
"33175" 1966 10 30 7.3
"33176" 1966 10 31 4.9
"33177" 1966 11 1 0
"33178" 1966 11 2 1.5
"33179" 1966 11 3 4
"33180" 1966 11 4 12.9
"33181" 1966 11 5 12.6
"33182" 1966 11 6 12.3
"33183" 1966 11 7 13.7
"33184" 1966 11 8 12.9
"33185" 1966 11 9 10.7
"33186" 1966 11 10 9.7
"33187" 1966 11 11 7.4
"33188" 1966 11 12 2
"33189" 1966 11 13 1.4
"33190" 1966 11 14 -0.7
"33191" 1966 11 15 4.8
"33192" 1966 11 16 8.2
"33193" 1966 11 17 6.6
"33194" 1966 11 18 3
"33195" 1966 11 19 2.5
"33196" 1966 11 20 4.2
"33197" 1966 11 21 3.7
"33198" 1966 11 22 4.4
"33199" 1966 11 23 4.3
"33200" 1966 11 24 0.7
"33201" 1966 11 25 1.6
"33202" 1966 11 26 3.8
"33203" 1966 11 27 4.7
"33204" 1966 11 28 7.4
"33205" 1966 11 29 6.4
"33206" 1966 11 30 3.4
"33207" 1966 12 1 5.3
"33208" 1966 12 2 11.3
"33209" 1966 12 3 7.3
"33210" 1966 12 4 3.2
"33211" 1966 12 5 3.4
"33212" 1966 12 6 3.3
"33213" 1966 12 7 1.2
"33214" 1966 12 8 1.4
"33215" 1966 12 9 5.8
"33216" 1966 12 10 4.1
"33217" 1966 12 11 3
"33218" 1966 12 12 1.9
"33219" 1966 12 13 7.2
"33220" 1966 12 14 4.4
"33221" 1966 12 15 2.4
"33222" 1966 12 16 0.6
"33223" 1966 12 17 5.9
"33224" 1966 12 18 9.1
"33225" 1966 12 19 6.8
"33226" 1966 12 20 5.2
"33227" 1966 12 21 2.1
"33228" 1966 12 22 2.7
"33229" 1966 12 23 4.8
"33230" 1966 12 24 5.5
"33231" 1966 12 25 1.6
"33232" 1966 12 26 1.9
"33233" 1966 12 27 1.4
"33234" 1966 12 28 2.7
"33235" 1966 12 29 5.4
"33236" 1966 12 30 8
"33237" 1966 12 31 5.1
"33238" 1967 1 1 6.9
"33239" 1967 1 2 4
"33240" 1967 1 3 3.3
"33241" 1967 1 4 1.2
"33242" 1967 1 5 0
"33243" 1967 1 6 -1.6
"33244" 1967 1 7 -2.1
"33245" 1967 1 8 -2.9
"33246" 1967 1 9 -8.6
"33247" 1967 1 10 -3.9
"33248" 1967 1 11 2.4
"33249" 1967 1 12 2.4
"33250" 1967 1 13 6.4
"33251" 1967 1 14 6.8
"33252" 1967 1 15 4.7
"33253" 1967 1 16 3.3
"33254" 1967 1 17 3.8
"33255" 1967 1 18 2.7
"33256" 1967 1 19 6.2
"33257" 1967 1 20 2.7
"33258" 1967 1 21 5.6
"33259" 1967 1 22 6
"33260" 1967 1 23 3.4
"33261" 1967 1 24 1.8
"33262" 1967 1 25 3.4
"33263" 1967 1 26 6.6
"33264" 1967 1 27 5.5
"33265" 1967 1 28 8
"33266" 1967 1 29 8.9
"33267" 1967 1 30 7.3
"33268" 1967 1 31 6.1
"33269" 1967 2 1 9.3
"33270" 1967 2 2 10
"33271" 1967 2 3 11.4
"33272" 1967 2 4 10.1
"33273" 1967 2 5 7.4
"33274" 1967 2 6 6.3
"33275" 1967 2 7 6.1
"33276" 1967 2 8 3
"33277" 1967 2 9 2.6
"33278" 1967 2 10 2.4
"33279" 1967 2 11 1.1
"33280" 1967 2 12 -0.7
"33281" 1967 2 13 0
"33282" 1967 2 14 1
"33283" 1967 2 15 2.3
"33284" 1967 2 16 3.8
"33285" 1967 2 17 5.5
"33286" 1967 2 18 4.1
"33287" 1967 2 19 6.1
"33288" 1967 2 20 8.8
"33289" 1967 2 21 8.4
"33290" 1967 2 22 8.2
"33291" 1967 2 23 13.4
"33292" 1967 2 24 8
"33293" 1967 2 25 8.2
"33294" 1967 2 26 11.5
"33295" 1967 2 27 13
"33296" 1967 2 28 10.1
"33297" 1967 3 1 9.4
"33298" 1967 3 2 6.6
"33299" 1967 3 3 8.3
"33300" 1967 3 4 11.3
"33301" 1967 3 5 12
"33302" 1967 3 6 14.1
"33303" 1967 3 7 13.9
"33304" 1967 3 8 13.4
"33305" 1967 3 9 16.6
"33306" 1967 3 10 15
"33307" 1967 3 11 12.1
"33308" 1967 3 12 6.8
"33309" 1967 3 13 7.4
"33310" 1967 3 14 10.3
"33311" 1967 3 15 14.9
"33312" 1967 3 16 8.7
"33313" 1967 3 17 6.4
"33314" 1967 3 18 7.1
