"Years" "Months" "Days" "TX"
"33315" 1967 3 19 5.2
"33316" 1967 3 20 8.7
"33317" 1967 3 21 10.5
"33318" 1967 3 22 11.8
"33319" 1967 3 23 8.5
"33320" 1967 3 24 8.1
"33321" 1967 3 25 9.4
"33322" 1967 3 26 18.1
"33323" 1967 3 27 14.2
"33324" 1967 3 28 12.1
"33325" 1967 3 29 10.4
"33326" 1967 3 30 10.3
"33327" 1967 3 31 9.3
"33328" 1967 4 1 9.1
"33329" 1967 4 2 8.3
"33330" 1967 4 3 8.5
"33331" 1967 4 4 8.8
"33332" 1967 4 5 8.3
"33333" 1967 4 6 9.3
"33334" 1967 4 7 11.2
"33335" 1967 4 8 10.3
"33336" 1967 4 9 16.1
"33337" 1967 4 10 12.8
"33338" 1967 4 11 17.9
"33339" 1967 4 12 14.9
"33340" 1967 4 13 10.9
"33341" 1967 4 14 12.2
"33342" 1967 4 15 16.3
"33343" 1967 4 16 12.6
"33344" 1967 4 17 18.4
"33345" 1967 4 18 13.7
"33346" 1967 4 19 8.2
"33347" 1967 4 20 13.1
"33348" 1967 4 21 11.4
"33349" 1967 4 22 9.6
"33350" 1967 4 23 7.7
"33351" 1967 4 24 9.8
"33352" 1967 4 25 9.7
"33353" 1967 4 26 12.7
"33354" 1967 4 27 12.2
"33355" 1967 4 28 16.7
"33356" 1967 4 29 14.4
"33357" 1967 4 30 17.6
"33358" 1967 5 1 17.3
"33359" 1967 5 2 10.6
"33360" 1967 5 3 11.4
"33361" 1967 5 4 12.8
"33362" 1967 5 5 13.9
"33363" 1967 5 6 17.3
"33364" 1967 5 7 19.9
"33365" 1967 5 8 23
"33366" 1967 5 9 20.4
"33367" 1967 5 10 24.1
"33368" 1967 5 11 25.4
"33369" 1967 5 12 26
"33370" 1967 5 13 29.3
"33371" 1967 5 14 23.8
"33372" 1967 5 15 23
"33373" 1967 5 16 20.4
"33374" 1967 5 17 20.3
"33375" 1967 5 18 17.8
"33376" 1967 5 19 15.1
"33377" 1967 5 20 17.4
"33378" 1967 5 21 18.9
"33379" 1967 5 22 21.8
"33380" 1967 5 23 19.1
"33381" 1967 5 24 18.6
"33382" 1967 5 25 17.6
"33383" 1967 5 26 13.2
"33384" 1967 5 27 19.2
"33385" 1967 5 28 22.5
"33386" 1967 5 29 22.4
"33387" 1967 5 30 20.6
"33388" 1967 5 31 22.7
"33389" 1967 6 1 22.1
"33390" 1967 6 2 22.4
"33391" 1967 6 3 23.4
"33392" 1967 6 4 25
"33393" 1967 6 5 19.8
"33394" 1967 6 6 22
"33395" 1967 6 7 26.8
"33396" 1967 6 8 17.2
"33397" 1967 6 9 16.3
"33398" 1967 6 10 13.4
"33399" 1967 6 11 14.6
"33400" 1967 6 12 13.9
"33401" 1967 6 13 14.3
"33402" 1967 6 14 13.1
"33403" 1967 6 15 12.4
"33404" 1967 6 16 22.2
"33405" 1967 6 17 24
"33406" 1967 6 18 24.2
"33407" 1967 6 19 24.6
"33408" 1967 6 20 24.6
"33409" 1967 6 21 19.6
"33410" 1967 6 22 23.6
"33411" 1967 6 23 27.6
"33412" 1967 6 24 22.2
"33413" 1967 6 25 28.6
"33414" 1967 6 26 24.4
"33415" 1967 6 27 22.5
"33416" 1967 6 28 19.7
"33417" 1967 6 29 25.4
"33418" 1967 6 30 22.3
"33419" 1967 7 1 23.6
"33420" 1967 7 2 29.4
"33421" 1967 7 3 29.3
"33422" 1967 7 4 20.8
"33423" 1967 7 5 19.9
"33424" 1967 7 6 22.8
"33425" 1967 7 7 24.6
"33426" 1967 7 8 21.7
"33427" 1967 7 9 17.8
"33428" 1967 7 10 21.2
"33429" 1967 7 11 25.7
"33430" 1967 7 12 27.8
"33431" 1967 7 13 29.8
"33432" 1967 7 14 30.2
"33433" 1967 7 15 25.8
"33434" 1967 7 16 21
"33435" 1967 7 17 22.3
"33436" 1967 7 18 23.6
"33437" 1967 7 19 29.6
"33438" 1967 7 20 25.1
"33439" 1967 7 21 24.1
"33440" 1967 7 22 26.6
"33441" 1967 7 23 25.7
"33442" 1967 7 24 23.7
"33443" 1967 7 25 25.6
"33444" 1967 7 26 24.6
"33445" 1967 7 27 28.5
"33446" 1967 7 28 31.1
"33447" 1967 7 29 26.9
"33448" 1967 7 30 28.6
"33449" 1967 7 31 28.4
"33450" 1967 8 1 27.4
"33451" 1967 8 2 32.2
"33452" 1967 8 3 25.1
"33453" 1967 8 4 22.8
"33454" 1967 8 5 19.1
"33455" 1967 8 6 20.2
"33456" 1967 8 7 21.2
"33457" 1967 8 8 23.8
"33458" 1967 8 9 27.6
"33459" 1967 8 10 25.6
"33460" 1967 8 11 21
"33461" 1967 8 12 23.8
"33462" 1967 8 13 18.8
"33463" 1967 8 14 21.9
"33464" 1967 8 15 22.4
"33465" 1967 8 16 27.1
"33466" 1967 8 17 22.8
"33467" 1967 8 18 22.4
"33468" 1967 8 19 22.9
"33469" 1967 8 20 18
"33470" 1967 8 21 20.4
"33471" 1967 8 22 21.3
"33472" 1967 8 23 22.6
"33473" 1967 8 24 25.1
"33474" 1967 8 25 24.9
"33475" 1967 8 26 19.1
"33476" 1967 8 27 21.1
"33477" 1967 8 28 20.7
"33478" 1967 8 29 22.8
"33479" 1967 8 30 21
"33480" 1967 8 31 22.8
"33481" 1967 9 1 20.8
"33482" 1967 9 2 22.7
"33483" 1967 9 3 26
"33484" 1967 9 4 22.4
"33485" 1967 9 5 22.1
"33486" 1967 9 6 21.5
"33487" 1967 9 7 18.8
"33488" 1967 9 8 14.7
"33489" 1967 9 9 15.3
"33490" 1967 9 10 15.7
"33491" 1967 9 11 15
"33492" 1967 9 12 17.1
"33493" 1967 9 13 18.7
"33494" 1967 9 14 22.5
"33495" 1967 9 15 20.9
"33496" 1967 9 16 22.1
"33497" 1967 9 17 20.1
"33498" 1967 9 18 20.4
"33499" 1967 9 19 19.2
"33500" 1967 9 20 17.6
"33501" 1967 9 21 15.8
"33502" 1967 9 22 15.7
"33503" 1967 9 23 17.6
"33504" 1967 9 24 19.8
"33505" 1967 9 25 24.2
"33506" 1967 9 26 22.5
"33507" 1967 9 27 22.8
"33508" 1967 9 28 19.4
"33509" 1967 9 29 21.1
"33510" 1967 9 30 24.7
"33511" 1967 10 1 18.1
"33512" 1967 10 2 20.1
"33513" 1967 10 3 17.1
"33514" 1967 10 4 18.8
"33515" 1967 10 5 14.3
"33516" 1967 10 6 14.2
"33517" 1967 10 7 16.7
"33518" 1967 10 8 17
"33519" 1967 10 9 15.8
"33520" 1967 10 10 15.9
"33521" 1967 10 11 19.8
"33522" 1967 10 12 24.3
"33523" 1967 10 13 24.4
"33524" 1967 10 14 16.4
"33525" 1967 10 15 18.4
"33526" 1967 10 16 14.5
"33527" 1967 10 17 22
"33528" 1967 10 18 11.8
"33529" 1967 10 19 10.3
"33530" 1967 10 20 15
"33531" 1967 10 21 18.7
"33532" 1967 10 22 19.4
"33533" 1967 10 23 12.4
"33534" 1967 10 24 14.5
"33535" 1967 10 25 13.2
"33536" 1967 10 26 17.4
"33537" 1967 10 27 15.7
"33538" 1967 10 28 17.1
"33539" 1967 10 29 13.6
"33540" 1967 10 30 10.9
"33541" 1967 10 31 11.2
"33542" 1967 11 1 11.2
"33543" 1967 11 2 12.9
"33544" 1967 11 3 13.1
"33545" 1967 11 4 11.5
"33546" 1967 11 5 10.8
"33547" 1967 11 6 10.4
"33548" 1967 11 7 8.9
"33549" 1967 11 8 8.6
"33550" 1967 11 9 4.7
"33551" 1967 11 10 7.2
"33552" 1967 11 11 8
"33553" 1967 11 12 10.4
"33554" 1967 11 13 8.5
"33555" 1967 11 14 9.7
"33556" 1967 11 15 9.9
"33557" 1967 11 16 8.6
"33558" 1967 11 17 8.3
"33559" 1967 11 18 6.7
"33560" 1967 11 19 8.2
"33561" 1967 11 20 5.7
"33562" 1967 11 21 4.3
"33563" 1967 11 22 7.4
"33564" 1967 11 23 7.4
"33565" 1967 11 24 6.9
"33566" 1967 11 25 4.3
"33567" 1967 11 26 1.5
"33568" 1967 11 27 2.3
"33569" 1967 11 28 3
"33570" 1967 11 29 8.2
"33571" 1967 11 30 6.6
"33572" 1967 12 1 3.9
"33573" 1967 12 2 5.2
"33574" 1967 12 3 6.4
"33575" 1967 12 4 7.4
"33576" 1967 12 5 7.5
"33577" 1967 12 6 4.8
"33578" 1967 12 7 3.1
"33579" 1967 12 8 1.4
"33580" 1967 12 9 0
"33581" 1967 12 10 -0.8
"33582" 1967 12 11 -4.4
"33583" 1967 12 12 -3.6
"33584" 1967 12 13 2
"33585" 1967 12 14 2.6
"33586" 1967 12 15 5.6
"33587" 1967 12 16 5.3
"33588" 1967 12 17 3.2
"33589" 1967 12 18 2
"33590" 1967 12 19 1.4
"33591" 1967 12 20 -0.9
"33592" 1967 12 21 1.3
"33593" 1967 12 22 5.3
"33594" 1967 12 23 11
"33595" 1967 12 24 10.7
"33596" 1967 12 25 7.3
"33597" 1967 12 26 5.3
"33598" 1967 12 27 1.6
"33599" 1967 12 28 2.4
"33600" 1967 12 29 3.3
"33601" 1967 12 30 2.1
"33602" 1967 12 31 1.4
"33603" 1968 1 1 1.2
"33604" 1968 1 2 -0.4
"33605" 1968 1 3 -0.2
"33606" 1968 1 4 2.3
"33607" 1968 1 5 0.4
"33608" 1968 1 6 -2.4
"33609" 1968 1 7 -5.1
"33610" 1968 1 8 -3.7
"33611" 1968 1 9 -4.8
"33612" 1968 1 10 -7.8
"33613" 1968 1 11 -2.4
"33614" 1968 1 12 -7
"33615" 1968 1 13 -7.9
"33616" 1968 1 14 3.2
"33617" 1968 1 15 9.8
"33618" 1968 1 16 8.4
"33619" 1968 1 17 9.2
"33620" 1968 1 18 6.4
"33621" 1968 1 19 2.2
"33622" 1968 1 20 4.5
"33623" 1968 1 21 1.7
"33624" 1968 1 22 2.6
"33625" 1968 1 23 2.8
"33626" 1968 1 24 3
"33627" 1968 1 25 3.8
"33628" 1968 1 26 4.3
"33629" 1968 1 27 1.6
"33630" 1968 1 28 4.9
"33631" 1968 1 29 4.1
"33632" 1968 1 30 6.9
"33633" 1968 1 31 9.4
"33634" 1968 2 1 9.2
"33635" 1968 2 2 6.6
"33636" 1968 2 3 5.5
"33637" 1968 2 4 4.1
"33638" 1968 2 5 4.3
"33639" 1968 2 6 6.5
"33640" 1968 2 7 8
"33641" 1968 2 8 3.7
"33642" 1968 2 9 2.9
"33643" 1968 2 10 2.4
"33644" 1968 2 11 2.3
"33645" 1968 2 12 1.7
"33646" 1968 2 13 5.3
"33647" 1968 2 14 5.4
"33648" 1968 2 15 2.2
"33649" 1968 2 16 1.4
"33650" 1968 2 17 0.9
"33651" 1968 2 18 2.7
"33652" 1968 2 19 5.8
"33653" 1968 2 20 4
"33654" 1968 2 21 2.6
"33655" 1968 2 22 3.7
"33656" 1968 2 23 0.4
"33657" 1968 2 24 -0.4
"33658" 1968 2 25 1.9
"33659" 1968 2 26 0.7
"33660" 1968 2 27 0.9
"33661" 1968 2 28 0.8
"33662" 1968 2 29 0.7
"33663" 1968 3 1 2.9
"33664" 1968 3 2 2.5
"33665" 1968 3 3 1.9
"33666" 1968 3 4 1.8
"33667" 1968 3 5 5.1
"33668" 1968 3 6 6.2
"33669" 1968 3 7 5.9
"33670" 1968 3 8 4.8
"33671" 1968 3 9 6
"33672" 1968 3 10 4
"33673" 1968 3 11 1.1
"33674" 1968 3 12 4.2
"33675" 1968 3 13 5.3
"33676" 1968 3 14 6
"33677" 1968 3 15 5.4
"33678" 1968 3 16 5.9
"33679" 1968 3 17 6.6
"33680" 1968 3 18 8.2
"33681" 1968 3 19 8.4
"33682" 1968 3 20 12.7
"33683" 1968 3 21 14.9
"33684" 1968 3 22 11.2
"33685" 1968 3 23 10.2
"33686" 1968 3 24 17.4
"33687" 1968 3 25 22.2
"33688" 1968 3 26 16.4
"33689" 1968 3 27 16.4
"33690" 1968 3 28 19.6
"33691" 1968 3 29 23.8
"33692" 1968 3 30 24.8
"33693" 1968 3 31 16.7
"33694" 1968 4 1 12
"33695" 1968 4 2 16.1
"33696" 1968 4 3 12.9
"33697" 1968 4 4 11
"33698" 1968 4 5 11.4
"33699" 1968 4 6 9.4
"33700" 1968 4 7 11.9
"33701" 1968 4 8 7.4
"33702" 1968 4 9 10.8
"33703" 1968 4 10 5.4
"33704" 1968 4 11 6.8
"33705" 1968 4 12 9
"33706" 1968 4 13 11.5
"33707" 1968 4 14 13.3
"33708" 1968 4 15 14.9
"33709" 1968 4 16 16
"33710" 1968 4 17 19.5
"33711" 1968 4 18 21
"33712" 1968 4 19 25.6
"33713" 1968 4 20 23.3
"33714" 1968 4 21 29
"33715" 1968 4 22 31.3
"33716" 1968 4 23 30.7
"33717" 1968 4 24 19.4
"33718" 1968 4 25 19
"33719" 1968 4 26 14.3
"33720" 1968 4 27 15.6
"33721" 1968 4 28 18.9
"33722" 1968 4 29 19.3
"33723" 1968 4 30 16
"33724" 1968 5 1 16.2
"33725" 1968 5 2 16.9
"33726" 1968 5 3 13.9
"33727" 1968 5 4 23.6
"33728" 1968 5 5 19.5
"33729" 1968 5 6 23.2
"33730" 1968 5 7 14.4
"33731" 1968 5 8 13.4
"33732" 1968 5 9 18.2
"33733" 1968 5 10 20
"33734" 1968 5 11 22.1
"33735" 1968 5 12 19.4
"33736" 1968 5 13 16.1
"33737" 1968 5 14 14.6
"33738" 1968 5 15 15.3
"33739" 1968 5 16 14.4
"33740" 1968 5 17 10.2
"33741" 1968 5 18 9.3
"33742" 1968 5 19 10.4
"33743" 1968 5 20 11.1
"33744" 1968 5 21 14
"33745" 1968 5 22 13.7
"33746" 1968 5 23 11.4
"33747" 1968 5 24 13.6
"33748" 1968 5 25 15.3
"33749" 1968 5 26 19.1
"33750" 1968 5 27 17
"33751" 1968 5 28 20.7
"33752" 1968 5 29 19.8
"33753" 1968 5 30 19.6
"33754" 1968 5 31 20.6
"33755" 1968 6 1 21.5
"33756" 1968 6 2 23.9
"33757" 1968 6 3 22.9
"33758" 1968 6 4 28
"33759" 1968 6 5 22.6
"33760" 1968 6 6 25.9
"33761" 1968 6 7 21.5
"33762" 1968 6 8 17.4
"33763" 1968 6 9 17
"33764" 1968 6 10 17.9
"33765" 1968 6 11 18.4
"33766" 1968 6 12 19
"33767" 1968 6 13 24.6
"33768" 1968 6 14 26.4
"33769" 1968 6 15 29.2
"33770" 1968 6 16 32.5
"33771" 1968 6 17 32.6
"33772" 1968 6 18 33
"33773" 1968 6 19 28.3
"33774" 1968 6 20 27.4
"33775" 1968 6 21 19.4
"33776" 1968 6 22 20.3
"33777" 1968 6 23 25.8
"33778" 1968 6 24 22.1
"33779" 1968 6 25 20.4
"33780" 1968 6 26 23
"33781" 1968 6 27 24.7
"33782" 1968 6 28 24.2
"33783" 1968 6 29 22.6
"33784" 1968 6 30 23
"33785" 1968 7 1 27.5
"33786" 1968 7 2 29.4
"33787" 1968 7 3 30.4
"33788" 1968 7 4 22.3
"33789" 1968 7 5 30.2
"33790" 1968 7 6 31.2
"33791" 1968 7 7 21.5
"33792" 1968 7 8 24.1
"33793" 1968 7 9 25.8
"33794" 1968 7 10 23.6
"33795" 1968 7 11 25.6
"33796" 1968 7 12 19.2
"33797" 1968 7 13 20.4
"33798" 1968 7 14 25.3
"33799" 1968 7 15 22.3
"33800" 1968 7 16 20.4
"33801" 1968 7 17 21.3
"33802" 1968 7 18 20.7
"33803" 1968 7 19 19.1
"33804" 1968 7 20 16
"33805" 1968 7 21 19.4
"33806" 1968 7 22 17.3
"33807" 1968 7 23 20.1
"33808" 1968 7 24 21.4
"33809" 1968 7 25 17.5
"33810" 1968 7 26 18.6
"33811" 1968 7 27 22
"33812" 1968 7 28 23.8
"33813" 1968 7 29 24.3
"33814" 1968 7 30 26.6
"33815" 1968 7 31 26.5
"33816" 1968 8 1 26.9
"33817" 1968 8 2 27.3
"33818" 1968 8 3 26.2
"33819" 1968 8 4 26
"33820" 1968 8 5 28.5
"33821" 1968 8 6 28.1
"33822" 1968 8 7 23.9
"33823" 1968 8 8 27.7
"33824" 1968 8 9 28.9
"33825" 1968 8 10 28.2
"33826" 1968 8 11 26
"33827" 1968 8 12 22
"33828" 1968 8 13 21.6
"33829" 1968 8 14 22
"33830" 1968 8 15 17.4
"33831" 1968 8 16 20.4
"33832" 1968 8 17 20.7
"33833" 1968 8 18 19.9
"33834" 1968 8 19 16.7
"33835" 1968 8 20 20
"33836" 1968 8 21 20.1
"33837" 1968 8 22 20.9
"33838" 1968 8 23 24.2
"33839" 1968 8 24 28.9
"33840" 1968 8 25 25.5
"33841" 1968 8 26 25.9
"33842" 1968 8 27 21.6
"33843" 1968 8 28 25
"33844" 1968 8 29 24.3
"33845" 1968 8 30 27.6
"33846" 1968 8 31 24
"33847" 1968 9 1 18.3
"33848" 1968 9 2 24.2
"33849" 1968 9 3 25
"33850" 1968 9 4 24.6
"33851" 1968 9 5 17.4
"33852" 1968 9 6 15.9
"33853" 1968 9 7 18.4
"33854" 1968 9 8 25.1
"33855" 1968 9 9 26.2
"33856" 1968 9 10 24.8
"33857" 1968 9 11 22.3
"33858" 1968 9 12 22
"33859" 1968 9 13 17.8
"33860" 1968 9 14 20.7
"33861" 1968 9 15 17.2
"33862" 1968 9 16 15.5
"33863" 1968 9 17 17.6
"33864" 1968 9 18 17.2
"33865" 1968 9 19 17.8
"33866" 1968 9 20 18.5
"33867" 1968 9 21 16.6
"33868" 1968 9 22 16.2
"33869" 1968 9 23 17.6
"33870" 1968 9 24 14.4
"33871" 1968 9 25 16
"33872" 1968 9 26 16.4
"33873" 1968 9 27 18.9
"33874" 1968 9 28 19.6
"33875" 1968 9 29 16.7
"33876" 1968 9 30 16.2
"33877" 1968 10 1 13.4
"33878" 1968 10 2 12.4
"33879" 1968 10 3 13.8
"33880" 1968 10 4 16.5
"33881" 1968 10 5 14.2
"33882" 1968 10 6 14.7
"33883" 1968 10 7 14.2
"33884" 1968 10 8 14.8
"33885" 1968 10 9 17.2
"33886" 1968 10 10 17.6
"33887" 1968 10 11 16.2
"33888" 1968 10 12 18.8
"33889" 1968 10 13 17.4
"33890" 1968 10 14 15.6
"33891" 1968 10 15 15.8
"33892" 1968 10 16 15
"33893" 1968 10 17 12.6
"33894" 1968 10 18 12.8
"33895" 1968 10 19 8.2
"33896" 1968 10 20 10.6
"33897" 1968 10 21 14.6
"33898" 1968 10 22 15.4
"33899" 1968 10 23 14.4
"33900" 1968 10 24 11.3
"33901" 1968 10 25 11.5
"33902" 1968 10 26 7.6
"33903" 1968 10 27 10.2
"33904" 1968 10 28 9.8
"33905" 1968 10 29 15.1
"33906" 1968 10 30 17
"33907" 1968 10 31 20.6
"33908" 1968 11 1 20.5
"33909" 1968 11 2 17.3
"33910" 1968 11 3 16
"33911" 1968 11 4 12.6
"33912" 1968 11 5 6.4
"33913" 1968 11 6 5.9
"33914" 1968 11 7 2.2
"33915" 1968 11 8 6.2
"33916" 1968 11 9 8.7
"33917" 1968 11 10 8.2
"33918" 1968 11 11 7.2
"33919" 1968 11 12 7.6
"33920" 1968 11 13 5.6
"33921" 1968 11 14 2.5
"33922" 1968 11 15 -3.4
"33923" 1968 11 16 -1.6
"33924" 1968 11 17 1.6
"33925" 1968 11 18 3.4
"33926" 1968 11 19 4.3
"33927" 1968 11 20 5
"33928" 1968 11 21 5.6
"33929" 1968 11 22 6.2
"33930" 1968 11 23 6.3
"33931" 1968 11 24 9
"33932" 1968 11 25 8.4
"33933" 1968 11 26 9.4
"33934" 1968 11 27 10
"33935" 1968 11 28 6.2
"33936" 1968 11 29 3.5
"33937" 1968 11 30 1.9
"33938" 1968 12 1 2.4
"33939" 1968 12 2 2.4
"33940" 1968 12 3 1.2
"33941" 1968 12 4 2.2
"33942" 1968 12 5 1.8
"33943" 1968 12 6 -1
"33944" 1968 12 7 -1.4
"33945" 1968 12 8 1.2
"33946" 1968 12 9 2.4
"33947" 1968 12 10 1
"33948" 1968 12 11 -3.9
"33949" 1968 12 12 -3.4
"33950" 1968 12 13 -1
"33951" 1968 12 14 -2
"33952" 1968 12 15 -0.1
"33953" 1968 12 16 0.1
"33954" 1968 12 17 0.2
"33955" 1968 12 18 0.6
"33956" 1968 12 19 -1.4
"33957" 1968 12 20 -3.4
"33958" 1968 12 21 1.9
"33959" 1968 12 22 4.3
"33960" 1968 12 23 7.3
"33961" 1968 12 24 4.8
"33962" 1968 12 25 1.4
"33963" 1968 12 26 1
"33964" 1968 12 27 -0.1
"33965" 1968 12 28 -1.6
"33966" 1968 12 29 -2.6
"33967" 1968 12 30 -4.6
"33968" 1968 12 31 -2.9
"33969" 1969 1 1 -1.6
"33970" 1969 1 2 3.6
"33971" 1969 1 3 2.7
"33972" 1969 1 4 -2.9
"33973" 1969 1 5 -2.5
"33974" 1969 1 6 -7.5
"33975" 1969 1 7 -3
"33976" 1969 1 8 -2.7
"33977" 1969 1 9 -1.6
"33978" 1969 1 10 -3
"33979" 1969 1 11 -3.5
"33980" 1969 1 12 1.9
"33981" 1969 1 13 -0.6
"33982" 1969 1 14 1.2
"33983" 1969 1 15 4.5
"33984" 1969 1 16 4.8
"33985" 1969 1 17 1.5
"33986" 1969 1 18 2.6
"33987" 1969 1 19 5.6
"33988" 1969 1 20 1.7
"33989" 1969 1 21 0.1
"33990" 1969 1 22 4.5
"33991" 1969 1 23 6.3
"33992" 1969 1 24 3.3
"33993" 1969 1 25 1
"33994" 1969 1 26 1.1
"33995" 1969 1 27 4.5
"33996" 1969 1 28 6.6
"33997" 1969 1 29 7.4
"33998" 1969 1 30 6.5
"33999" 1969 1 31 9
"34000" 1969 2 1 6
"34001" 1969 2 2 5.7
"34002" 1969 2 3 3.1
"34003" 1969 2 4 0.9
"34004" 1969 2 5 1.5
"34005" 1969 2 6 0.3
"34006" 1969 2 7 -0.8
"34007" 1969 2 8 1.4
"34008" 1969 2 9 0.4
"34009" 1969 2 10 -0.2
"34010" 1969 2 11 -1.6
"34011" 1969 2 12 -1.6
"34012" 1969 2 13 -8.2
"34013" 1969 2 14 -8.9
"34014" 1969 2 15 -4.1
"34015" 1969 2 16 -1
"34016" 1969 2 17 -3.2
"34017" 1969 2 18 -1.6
"34018" 1969 2 19 -1.4
"34019" 1969 2 20 3
"34020" 1969 2 21 9.6
"34021" 1969 2 22 8.5
"34022" 1969 2 23 2.4
"34023" 1969 2 24 0.2
"34024" 1969 2 25 -1.1
"34025" 1969 2 26 1.4
"34026" 1969 2 27 1.2
"34027" 1969 2 28 1.2
"34028" 1969 3 1 1.4
"34029" 1969 3 2 2.7
"34030" 1969 3 3 -0.8
"34031" 1969 3 4 2
"34032" 1969 3 5 2.6
"34033" 1969 3 6 5.4
"34034" 1969 3 7 0.6
"34035" 1969 3 8 3.8
"34036" 1969 3 9 4.3
"34037" 1969 3 10 5
"34038" 1969 3 11 2.8
"34039" 1969 3 12 2
"34040" 1969 3 13 0.6
"34041" 1969 3 14 -0.6
"34042" 1969 3 15 0.3
"34043" 1969 3 16 -1.1
"34044" 1969 3 17 -3
"34045" 1969 3 18 -0.8
"34046" 1969 3 19 3.3
"34047" 1969 3 20 4.3
"34048" 1969 3 21 4.5
"34049" 1969 3 22 4.4
"34050" 1969 3 23 6.8
"34051" 1969 3 24 6.6
"34052" 1969 3 25 6.5
"34053" 1969 3 26 3.6
"34054" 1969 3 27 4.2
"34055" 1969 3 28 4.8
"34056" 1969 3 29 5.2
"34057" 1969 3 30 8.1
"34058" 1969 3 31 9.1
"34059" 1969 4 1 7.1
"34060" 1969 4 2 6.7
"34061" 1969 4 3 7
"34062" 1969 4 4 10.8
"34063" 1969 4 5 14.3
"34064" 1969 4 6 17.7
"34065" 1969 4 7 18.8
"34066" 1969 4 8 16.7
"34067" 1969 4 9 17.5
"34068" 1969 4 10 22.6
"34069" 1969 4 11 16.7
"34070" 1969 4 12 14.6
"34071" 1969 4 13 9.3
"34072" 1969 4 14 7.8
"34073" 1969 4 15 7.4
"34074" 1969 4 16 6.4
"34075" 1969 4 17 7.8
"34076" 1969 4 18 6.3
"34077" 1969 4 19 7
"34078" 1969 4 20 8.9
"34079" 1969 4 21 12.6
"34080" 1969 4 22 11.7
"34081" 1969 4 23 13.1
"34082" 1969 4 24 10.6
"34083" 1969 4 25 16.9
"34084" 1969 4 26 22.6
"34085" 1969 4 27 19.2
"34086" 1969 4 28 10.8
"34087" 1969 4 29 14.6
"34088" 1969 4 30 11.4
"34089" 1969 5 1 8.9
"34090" 1969 5 2 16
"34091" 1969 5 3 21.2
"34092" 1969 5 4 21.3
"34093" 1969 5 5 21.3
"34094" 1969 5 6 21.2
"34095" 1969 5 7 18.2
"34096" 1969 5 8 16.2
"34097" 1969 5 9 17.4
"34098" 1969 5 10 17.9
"34099" 1969 5 11 19.4
"34100" 1969 5 12 23.2
"34101" 1969 5 13 28.6
"34102" 1969 5 14 29.8
"34103" 1969 5 15 25.8
"34104" 1969 5 16 20
"34105" 1969 5 17 17.7
"34106" 1969 5 18 18.3
"34107" 1969 5 19 12.4
"34108" 1969 5 20 11
"34109" 1969 5 21 13.1
"34110" 1969 5 22 13.7
"34111" 1969 5 23 15.7
"34112" 1969 5 24 20.2
"34113" 1969 5 25 21.3
"34114" 1969 5 26 21.7
"34115" 1969 5 27 19.2
"34116" 1969 5 28 23
"34117" 1969 5 29 22.4
"34118" 1969 5 30 20.6
"34119" 1969 5 31 17
"34120" 1969 6 1 17.4
"34121" 1969 6 2 16.9
"34122" 1969 6 3 13.9
"34123" 1969 6 4 14.4
"34124" 1969 6 5 13.6
"34125" 1969 6 6 12.5
"34126" 1969 6 7 22.3
"34127" 1969 6 8 23.1
"34128" 1969 6 9 24
"34129" 1969 6 10 22.6
"34130" 1969 6 11 25.8
"34131" 1969 6 12 26.8
"34132" 1969 6 13 27.6
"34133" 1969 6 14 28.2
"34134" 1969 6 15 25.4
"34135" 1969 6 16 26.8
"34136" 1969 6 17 24.5
"34137" 1969 6 18 26.8
"34138" 1969 6 19 22.7
"34139" 1969 6 20 19
"34140" 1969 6 21 22
"34141" 1969 6 22 25.1
"34142" 1969 6 23 26.2
"34143" 1969 6 24 27.8
"34144" 1969 6 25 18.3
"34145" 1969 6 26 23.5
"34146" 1969 6 27 22.4
"34147" 1969 6 28 19.8
"34148" 1969 6 29 18.6
"34149" 1969 6 30 20.3
"34150" 1969 7 1 22.9
"34151" 1969 7 2 24.9
"34152" 1969 7 3 21.7
"34153" 1969 7 4 22.8
"34154" 1969 7 5 26.9
"34155" 1969 7 6 23
"34156" 1969 7 7 27.9
"34157" 1969 7 8 20.4
"34158" 1969 7 9 17.4
"34159" 1969 7 10 17.8
"34160" 1969 7 11 17.4
"34161" 1969 7 12 18.7
"34162" 1969 7 13 19.9
"34163" 1969 7 14 23.7
"34164" 1969 7 15 25.2
"34165" 1969 7 16 30.1
"34166" 1969 7 17 29.7
"34167" 1969 7 18 22.5
"34168" 1969 7 19 26.5
"34169" 1969 7 20 22.6
"34170" 1969 7 21 21.8
"34171" 1969 7 22 27.5
"34172" 1969 7 23 29.5
"34173" 1969 7 24 32.6
"34174" 1969 7 25 31
"34175" 1969 7 26 29.3
"34176" 1969 7 27 31
"34177" 1969 7 28 33.9
"34178" 1969 7 29 31
"34179" 1969 7 30 31.6
"34180" 1969 7 31 30.1
"34181" 1969 8 1 30.3
"34182" 1969 8 2 31
"34183" 1969 8 3 31.7
"34184" 1969 8 4 28.7
"34185" 1969 8 5 29.7
"34186" 1969 8 6 28.4
"34187" 1969 8 7 25.2
"34188" 1969 8 8 28.6
"34189" 1969 8 9 26.4
"34190" 1969 8 10 24.3
"34191" 1969 8 11 22.7
"34192" 1969 8 12 22.7
"34193" 1969 8 13 21.7
"34194" 1969 8 14 25.4
"34195" 1969 8 15 20.8
"34196" 1969 8 16 24
